"Date";"agilient_tech";"abbvie";"amerisource_bergen";"abbot_labs";"align";"amgen";"baxter";"becton_dickinson";"biogen";"bio_rad_labs";"briston_myers_squibb";"boston_scientific";"cardinal_health";"cigna";"centene";"cooper";"charles_river_laboratories";"catalent_inc";"cvs_health_corp";"quest_diagonistcs";"danaher";"davita";"dexcom";"elevance_health";"edwards_lifesciences";"gilead";"hca";"hologic";"henry_schein";"humana";"idexx_labels";"illumina";"incyte";"iqvia_holdings";"intuitive_surgical";"j_j";"laboratory_america";"eli_lilly";"mckesson";"medtronic";"molina_healthcare";"merck_co";"mettler_toledo";"pfizer";"perkin_elmer";"regeneron_pharma";"steris";"resmed";"stryker";"bio_techne";"teleflex";"thermo_fisher_scientific";"universal_health_service";"united_health";"vertex";"viatris";"waters";"west_pharmaceutical";"dentsply";"zimmer_biomet";"zoetis_inc"
2019-05-20;68,93;79,82;79,23;75,77;319,68;168,39;75,32;229,36;230,76;292,84;46,31;37,29;45,98;153,67;55,51;289,48;128,73;45,37;53;97,08;130,32;48,87;29,62;266,31;57,59;65,86;125,69;44,8;68,49;250,03;248,54;300,59;76,83;133,67;161,07;138,42;165,59;116,23;126,4;87,57;129,76;75,21;716,18;39,43;84,06;302,57;112,06;134,76;184,31;49,36;291,73;262,91;123,25;245,99;165,73;19,42;208,25;117,44;54,43;115,92;102,22
2019-05-17;69,11;79,46;77,73;75,97;322,61;169,91;75,98;228,36;229,28;296,72;46,85;37,32;45,03;154,86;56,04;292,73;129,08;45,37;52,88;97,23;131,1;49,23;29,51;265,07;57,71;66,36;123,51;44,87;67,92;247,82;249,56;307,63;77,2;133,67;163,38;138,61;164,41;116,01;125;87,73;129,69;75,06;726,42;39,31;85,94;304,94;112,78;133,35;184,14;49,37;296;261,73;121,88;241,38;168,73;19,64;208,2;116,41;54,43;116,42;101,97
2019-05-16;69,3;79,5;77,59;76,6;330,87;169,92;76,9;225,93;230,87;299,26;47,12;37,62;45,23;153,79;55,57;291,66;132,18;45,46;52,3;96,39;132,27;50;29,85;263,82;59,05;65,78;122,7;45,07;67,09;242,22;251,97;309,85;77,64;135,24;163,91;138,21;164,99;116,73;125,58;88,11;129,75;75,45;744,98;39,47;87,99;308,04;113,43;133,72;185,63;50,38;301,51;267,02;121,7;236,79;170,23;20,21;210,12;117,17;54,89;118,08;102,93
2019-05-15;67,64;78,78;77,86;76,51;325,71;169,87;75,94;225,41;230,59;294,35;46,63;37,07;46,18;155,27;54,43;290,76;131,63;44,68;52,79;97,38;131,05;50,22;30,37;258,65;59,08;65,3;123,18;44,89;66,58;243,68;249,55;306,58;75,99;135,27;163,05;136,91;165,36;115,62;126,31;88,27;129,6;73,95;719,14;39,01;87,91;305,85;112,82;131,42;185,67;49,17;295,6;263,04;121,86;236,08;166,88;20,05;207,8;116,4;54,97;118,55;101,84
2019-05-14;76,01;78,44;76,69;76,03;320,09;167,81;75,88;222,84;229,18;291,97;45,91;36,76;46,1;155,29;54,74;287,8;131,67;43,99;52,97;96,75;130,75;51,24;30,06;261,33;59,63;65,08;122,24;44,91;67,31;235,11;246,18;304,56;76,11;134,55;162,45;136,82;163,33;114,94;125,61;87,66;128,39;73,82;722,67;38,54;89,04;304,62;112,06;130,64;184,18;49,35;297,51;267,39;122,54;236,43;166,72;20,41;211,16;116,32;54,87;118,75;101,25
2019-05-13;73,84;76,87;75,68;75,5;310,15;167,6;75,44;223,69;225,66;296,28;45,9;35,97;46,07;157,32;54,9;286,79;131,14;43,32;53,82;97,08;129,46;51,18;29,06;261,2;59,39;64,17;122,17;44,61;66,97;235,68;242,62;300,87;75,75;132,28;159,58;137,2;162,02;114,37;126,45;87,33;126,54;73,58;701,77;38,46;88,11;305,15;110,85;125,07;184,2;48,66;294,07;261,08;121,84;239,55;164,61;20,08;209,23;117,55;54,87;118,66;101,35
2019-05-10;77,1;77,45;77,47;76,45;321,93;171,85;75,94;225,4;226,23;311,1;47,01;36,58;48,85;158,44;55,05;291,79;136,54;44,77;55,16;99,17;131,68;52,11;29,7;268,31;60,37;65,57;123,75;45,6;68,9;244,06;247,83;315,81;80,68;134,16;165,1;139,05;166,34;116,22;130,86;88,33;129,13;74,56;727,67;38,6;92,41;312,86;112,09;129,23;187,3;50,43;302,83;269,18;122,79;240,59;168,85;22,17;216,96;120,41;55,01;121,97;102,29
2019-05-09;77;77,91;79,18;76,42;323,25;172,87;76;229,8;228,47;309,28;47,23;37,07;50,14;155,86;54,74;291,42;136,68;45,21;55,35;98,74;131,34;52,38;29,3;266,05;60,45;66,13;124,6;45,5;69,26;243,89;246,22;317,37;82,02;133,14;165,35;138,73;165,92;115,8;134,6;88,14;128,38;74,69;741,67;38,52;92,65;324,17;112,05;129,91;188,01;50,47;301,34;269;122,89;237,97;169,91;22,76;216,78;120,45;54,99;121,91;101,67
2019-05-08;76,61;77,99;78,72;76,22;322,87;172,15;76,69;232,33;230,98;296,51;47,45;36,7;49,71;156,51;56,62;290,93;136,28;45,04;55,74;97,96;131,72;51,76;29,56;264,65;59,26;66,07;125,09;45,72;68,71;247,78;245,79;319,43;82,85;133,22;165,23;139,79;163,5;116,25;131,7;89;129,46;74,55;740,49;38,82;93,33;329;111,42;130,21;188,05;50,48;296,34;270,51;122,02;239,15;169,01;21,89;213,57;120,44;54,95;122,56;101,86
2019-05-07;76,67;77,95;77,46;76,91;325,51;173,87;76,69;232,55;229,02;297,69;47,22;36,77;48,94;155,16;55,85;289,23;134,26;44,69;55,35;97,67;130,73;56,6;29,9;264,89;59,44;66,4;126,51;45,65;66,71;245,28;245,45;320,51;83,23;134,37;163,77;139,97;162,22;114,94;125,68;89,27;127,04;74,28;742,3;38,7;93,55;322,4;112,34;130,97;187,53;50,35;294,33;271,7;122,95;238,05;170,28;21,53;213,21;121,4;54,83;123,39;101,37
2019-05-06;79,35;79,26;78,31;79,07;329,46;177,06;77,32;238,52;236,07;306,3;48,1;37,37;49,44;158,8;56,04;294,76;142,32;46,51;56,6;98,66;133,79;57,79;30,55;268,7;61;67,69;128,78;46,69;63,28;249,65;251,88;324,76;85;138,77;169,49;142,09;165,44;116,65;124,92;90,15;130;75,79;760,77;39,48;96,72;344,23;112,63;134,01;191,02;51,84;299;278,96;124,49;240,5;174,76;28,26;217,68;122,78;54,73;125,55;103,33
2019-05-03;79,29;78,71;79,14;78,69;331,08;177,31;77,3;237,89;231,18;308,36;48,62;37,2;49,56;152,83;52,59;293,91;142,41;45,79;56,66;98,79;134,58;56,99;30,74;261,7;60,5;67,13;125,61;46,72;63,23;249,5;250,47;325,52;83,06;138,84;169,31;142,01;164,95;116,91;123,48;89,58;128,26;76,28;762,43;39,24;96,59;336,89;112,68;133,23;190,71;51,39;300,36;278,64;123;231,95;173,87;28,01;218,08;122,85;55,05;124,31;103,75
2019-05-02;78,2;78,47;77,06;78,78;325,88;176,5;76,29;236,67;230,52;302,2;46,88;36,89;48,74;158,22;51,62;290,81;139,73;44,42;56,73;98,16;133,51;56,51;30,09;261,59;59,55;65,3;125,52;46,35;62,77;247,38;242,34;312,69;80,94;136,14;167,37;141,28;165,63;118,46;122,63;89,14;126,75;75,82;753,2;38,88;94,88;335,41;105,74;131,96;188,85;50,33;298,03;277,81;124;232,45;169,54;27,68;216,08;121,84;51,5;123,21;103,15
2019-05-01;77,47;78,89;73,39;78,74;321,34;176,14;75,45;235,65;229,5;297,08;46,58;36,38;47,6;162;49,73;287,4;137,36;44,09;57,33;96,24;131,56;55,6;29,66;260,72;58,46;64,87;124,09;46,01;62,44;246,16;234,06;310,12;78,91;134,99;165,68;141,95;161,16;118,18;119,01;88,31;126,8;75,06;739,16;38,65;94,12;340,79;104,45;131,5;186,7;50,53;280,61;276,49;124,75;231,95;172,6;27,07;211,55;120,59;50,31;121,22;101,79
2019-04-30;78,5;79,39;74,76;79,56;324,68;179,32;76,3;240,74;229,24;300,93;46,43;37,12;48,71;158,84;51,56;289,92;140,47;44,82;54,38;96,38;132,44;55,24;30,27;263,03;58,69;65,04;127,23;46,38;64,06;255,41;232;312;76,8;138,9;170,21;141,2;159,92;117,04;119,25;88,81;129,63;75,05;745,26;38,5;95,84;343,14;104,51;130,98;188,91;51,15;286,18;277,45;126,87;233,07;168,98;26,99;213,54;123,79;51,13;123,16;101,84
2019-04-29;77,33;80,3;74,51;78,27;317,5;181,17;75,51;236,71;229,38;299,24;46,32;36,73;47,44;160,67;52,26;285,89;142,52;45,18;53,99;96,2;131,32;56,15;31,11;266,29;58,11;64,92;125,42;45,59;63,49;256,84;230,68;312,04;74,38;139,09;170,11;139,84;155,48;119,6;118,37;87,44;128,73;73,21;741,52;37,53;94,96;344,15;103,07;130,33;187,29;49,06;280,58;272,52;127,21;237,45;172,52;27,25;212,12;122,31;50,59;120,83;101,26
2019-04-26;77,42;79,7;74,05;78,56;317,98;181,47;76,18;238,12;230,53;301,8;45,89;37,38;47,51;160,94;52,63;288,3;142,73;45,01;53,53;95,34;130,93;55,61;31,04;266,4;58,71;65,15;125,55;45,57;64,47;258;232,47;314,04;75,03;138,7;173,04;140,39;154,62;119,87;117,58;87,35;128,49;73,07;736,95;37,89;94,08;343,66;103,94;129,11;188,28;48,74;282,04;273,22;129,23;237;172,85;27,04;214,23;123,68;50,9;123,86;103,35
2019-04-25;76,72;79,34;73,72;78,11;296,74;180,48;76,25;237,43;229,89;298,9;45,64;36,93;46,85;156,81;50,23;281,5;140;44,63;53,23;94,24;130,39;53,89;29,53;255,91;59,07;64,14;124,56;45,2;63,82;251,86;227,67;319,2;73,94;137,36;172,59;139,65;154,72;118,23;115,21;86,86;124,27;72,79;731,01;37,55;95,08;349,99;102,25;127,99;187,17;47,82;281,31;269,55;131,7;230,79;174,61;26,68;213,38;122,26;50,18;124,72;101,83
2019-04-24;75,79;78,67;74,09;76,75;297,08;178,3;76,28;232,5;224,4;293,78;44,62;35,44;46,58;154,22;50,2;282,46;137;44,45;52,93;94,76;129,3;54,03;29,7;251;59,24;62,8;123,84;44,73;64,18;249,89;224,58;314,52;73,52;135,79;169,38;139,2;153,96;118;115,33;85,64;123,72;71,26;725,53;37,32;94,52;340,46;101,73;127,61;185,04;47,73;278,88;261,56;130,31;230,35;172,58;26,44;207,54;115,21;50,4;124,45;101,1
2019-04-23;75,56;78,66;73,43;76,1;296,08;179,76;76,34;228,04;230,21;295,14;45,32;35,89;46,08;153,82;50,31;286,74;136,04;44,45;52,96;93,08;127,78;53,03;29,51;250,64;60,33;63,04;120,18;44,26;63,26;248,45;224,45;322,06;75,41;137,02;166,81;139,9;151,29;117,49;115,2;85,1;123,95;71,13;723,62;37,37;94,78;344,14;101,49;125,72;186,96;47,98;280,15;263,92;128,08;230,58;175,37;26,6;211,36;115,2;49,76;122,76;101,97
2019-04-22;75,57;78,15;71,06;74,51;290,63;176,36;75,25;225,04;228,81;293,49;45,24;34,93;45,26;147,99;48,08;284,31;133,72;44,04;52,43;85,18;126,87;51,1;29,15;244;59,42;61,87;115;43;61,4;242,6;221,59;319,09;73,66;134,37;163,69;137,83;144,25;115,47;112,47;84,15;121,22;70,05;734,19;36,95;94,52;334,03;100,01;123,25;182,16;47,79;274,54;259,09;122,9;227,11;168,52;26,72;241,04;112,16;49,3;121,2;100,12
2019-04-18;76,17;77,57;72,45;73,92;281,49;177,47;74,33;227,89;226,39;294,13;45,52;35,11;46;149;48,2;281,22;135,14;43,97;52,63;85,75;126,77;52,23;28,57;239,62;59,09;62,95;115,24;43,4;61,5;240,69;218,49;319,03;73,96;133,01;176,02;137,52;145,22;115,2;114,1;84,22;120,68;69,79;728,73;37,33;94,15;333,34;99,22;122,83;180,26;47,29;277,05;259,78;124,51;221,75;168,16;26,85;239,58;111,52;49,73;120;99,03
2019-04-17;75,43;77,98;72,3;72,88;273,68;182,47;74,39;225,87;227,18;291,83;45,8;34,91;44,88;145,49;47,01;279,29;133,5;42,75;52,54;85,7;124,88;51,05;27,84;236,25;59,16;63,25;112,01;43,43;60,73;232,89;215,53;318,69;74,32;132,31;175;138,52;144,16;116,5;112,49;84,73;116,67;70,48;715,22;37,8;93,59;342,97;97,37;120,49;180,24;47,18;277,75;257,51;122,66;216,84;166,97;26,73;238,09;111,64;48,76;119,69;97,98
2019-04-16;77,55;80,21;75,35;76,38;288,38;188,05;77,62;240,02;228,72;301,44;46,02;36,17;46,75;151,04;50,07;288,98;138;42,56;53,9;89,09;128,18;55,32;29,44;245,13;63,46;64,54;114,38;45,79;61,33;235,1;222,17;329,5;76,98;136,29;187,14;138,02;152,61;119,96;116,61;86,15;122,09;73,96;732,17;38,79;96,98;367,69;101,85;125,2;189,04;48,82;294,03;266,83;126,33;220,96;179,74;27,07;240,71;113,89;50,38;125,52;99,17
2019-04-15;80,4;81,03;76,11;77,5;292,55;191,2;79,61;246,2;232,37;306,74;46,5;37,81;47,08;163,82;53,22;295,62;143,24;44,41;54,22;90,99;130,5;55,17;29,74;262,88;63,08;65,43;127,09;47,04;61,89;254;225,22;335,12;78,15;141,08;192,27;136,52;159,07;124,08;117,21;86,87;131,98;74,88;744,34;39,9;99,19;375,5;103,1;128,68;193,42;50,16;302,74;277,56;132,74;230,2;182,49;26,93;248,94;116,9;51,23;127,9;101,26
2019-04-12;80,98;80,78;74,74;78,01;293,08;191,42;79,32;246,71;234,5;308,53;45,57;37,73;46,79;160,6;52,92;292,94;144,39;39,26;52,81;89,88;131,63;54,54;29,47;252,85;63,9;65,28;127,87;47,54;61,78;253,31;225,32;338,37;79,4;142,52;194,28;135,98;157,45;123,06;116,05;86,75;129,39;75,74;742,35;39,54;99,99;382,94;102,28;128,66;192,67;50,38;305,13;280,65;132,8;223,22;182,78;26,97;250,88;115,77;51,24;127,92;101,67
2019-04-11;81,08;81,77;74,18;78,51;289,66;192,11;79,83;251,73;233,83;305,98;46,09;37,92;46,38;164,01;55,13;291,88;144,21;39,48;52,69;89,72;131,43;54,63;29,82;276,29;63,45;66,31;130,13;47,39;60,93;260,74;223,76;328,52;81,06;143,18;194,88;135,21;157,87;125,15;114,19;87,6;141,53;76,13;740,75;40,07;100,35;393,48;100,84;128,1;195,33;50,56;305,24;280,51;132,42;235,42;185,12;27,01;250,75;114,53;50,49;128,54;101,06
2019-04-10;81,68;82,95;74;78,97;290,12;193,89;80,16;252,23;240,28;307,6;45,89;38,36;46,94;168,2;57,29;291,68;145,22;39,91;53,87;90,37;131,5;55,9;29,72;288,04;62,94;67,4;133,93;47,56;61,84;266,5;224,52;324,86;83,41;144,81;195,3;135,58;159,61;127,19;115,27;88,63;145,24;77,06;737,97;40,51;101,1;408,23;101,62;126,42;196,14;50,85;304,85;278,85;134,49;246,03;190,37;27,22;250,68;114,55;50,61;128,84;101,33
2019-04-09;81,42;82,69;77,43;78,67;285,25;192,98;80,07;249,77;237,58;305,92;45,98;38,21;47,34;169,13;57,88;289,46;144,11;39,55;53,72;89,95;131,83;55,11;28,8;290,1;63,32;66,09;132,28;47;61,99;274,63;224,78;316,64;82,73;144,29;193,13;135,57;157,64;127,24;115,8;88,72;145,6;77,04;733,99;40,61;101,12;395,73;101,35;125,7;195,97;50,28;303,36;277,8;133,85;248,79;188,31;27,12;249,41;112,95;50,42;128,66;101,46
2019-04-08;81,69;83,98;78,12;78,52;292,71;194,88;79,66;250,99;239,74;309,84;46,79;38,15;47,55;167,4;56,64;290,03;144,81;40,12;54,15;90,48;131,95;55,24;28,74;289,5;62,84;67,38;131,84;46,81;61,63;273,56;227,75;323,61;84,43;144,04;192,78;136,14;158,77;127,16;116,82;88,99;147,49;77,19;738,37;40,89;99,71;401,26;101,46;125,53;195,74;50,41;303,35;278,42;133;248,75;188,93;27,77;253,15;113,13;50,33;128,76;102,23
2019-04-05;81,47;83,45;77,27;79;295,88;195,41;80,67;251,28;241,72;308,61;46,64;38,16;47,49;166,13;55,84;289,44;143,9;40,07;54,06;90,77;131,59;55,95;29,23;293,31;62,77;67,54;134,08;47,13;62,73;276,48;227,77;323,5;84,76;144,26;191,91;136,18;158,98;126,99;116,7;88,93;147,36;77,38;734,84;40,75;99;408,94;100,91;125,47;195,24;49,61;302,28;276,49;134,72;248,78;188,89;27,63;252,33;112,87;50,4;127,21;102,12
2019-04-04;80,83;82,81;75,97;78,62;287,96;192,33;80,55;251,59;235,04;305,8;46,67;38,16;46,87;161,48;53,56;290,73;143,89;39,94;53,4;91,02;130,47;55,11;29,29;291,2;63,1;66,84;132,35;47,31;61,36;271,37;225,93;315,02;83,22;142,23;190,09;135,57;157,45;125,61;115,01;89,23;145,28;78,05;727,2;40,52;97,82;406,53;101,3;125,81;193,71;49,73;302,2;275,05;133,97;247,39;184,15;27,42;248,36;111,86;50,26;126,56;101,98
2019-04-03;81,94;83,08;75,05;79,5;289,27;192,92;80,87;249,39;231,4;305,88;46,88;38,33;47,08;159;53,37;297,07;148,55;40,38;52,79;90,57;130,97;55,27;29,42;287,66;63,57;66,66;131,21;47,52;60,56;263,76;227,58;319,2;84,35;144,4;192,09;137,17;156,68;127,05;115,08;88,45;145,07;79,31;732,73;40,61;98,59;407;103;125,98;194,84;50,47;302,33;276,76;134,25;245,84;187,89;26,98;250,54;111,8;50,35;126,48;102,12
2019-04-02;81,14;83,07;74,49;79,62;292,03;192,43;81,54;250,74;233,27;309,14;46,7;38,52;47,16;158,62;53,69;297,59;147,58;40,34;52,13;90,92;131,62;54,6;29,25;288,2;63,33;66,24;130,65;48,17;60,67;262,32;224,92;316,1;86,7;144,3;191,99;137,71;157,58;129,32;114,79;90,4;142,69;79,34;734,45;40,68;97,41;414,82;105,01;126,55;195,17;50,05;302,73;274,81;133,75;244,41;187,11;27,61;250,63;111,27;50,15;127,5;102,04
2019-04-01;81,56;80,78;79,09;79,66;285,15;191,77;81,77;251,39;232,49;307,4;47,09;38,66;49,12;161,87;54,16;295,82;145,5;40,73;54,19;90,14;131,82;54,92;28,79;288,33;63,33;65,88;131,98;48,19;60,99;268,33;225,12;316,84;85,95;144,31;191,85;138,98;154,79;129,05;118,84;90,69;144,7;79,43;730,34;40,61;97,59;410,05;104,67;127,43;196,1;49,98;302,26;276,19;134,75;245,54;186,05;28,47;252,98;111,78;49,84;127,76;101,54
2019-03-29;80,38;80,59;79,52;79,94;284,33;189,98;81,31;249,73;236,38;305,68;47,71;38,38;48,15;160,82;53,1;296,17;145,25;40,59;53,93;89,92;132,02;54,29;29,77;286,98;63,78;65,01;130,38;48,4;60,11;266;223,6;310,69;86,01;143,85;190,19;139,79;152,98;129,76;117,06;91,08;141,96;79,3;723;40,26;96,36;410,62;103,97;128,03;197,52;49,64;302,16;273,72;133,77;247,26;183,95;28,34;251,71;110,2;49,59;127,7;100,67
2019-03-28;79,7;79,96;77,89;79,44;273,91;187,65;79,69;247;232,82;303,75;47,84;37,92;47,92;159,69;52,82;294,97;143,34;40,53;53,36;89,05;129,84;53,52;29,59;282,35;62,92;63,69;128,66;47,53;58,89;262,61;220,56;305,14;85,74;141,84;187,63;138,88;150,62;128,95;115,29;89,96;138,2;78,79;703,78;40,09;95,25;404,83;102,7;126,67;196,12;49,23;300,11;270,3;133,51;242,23;182,42;28,24;248,31;107,56;49,35;126,96;99,39
2019-03-27;79;79,89;76,5;78,73;268,96;186,32;79,09;245,6;229,95;302,42;47,98;37,49;48,06;159,79;52,12;292,85;141,24;39,95;54,05;88,51;129,74;53,48;28,89;283;62,52;63,66;128,68;46,91;58,79;262,89;218,84;302,07;86,02;141,15;186,09;138,7;150,91;128,77;115,71;90,26;133,08;78,47;702,71;39,83;94,35;402,87;101,5;125,27;196,2;48,56;299,78;268,85;132,77;241,71;185,82;28,25;246,73;106,32;49,22;126,89;98,52
2019-03-26;80,65;80,76;76,56;79;274,27;188,27;78,8;247;232,91;307,69;48,34;37,84;47,79;160,74;54,85;294,11;143,2;40,87;55,39;88,66;131,08;53,09;30,24;288,3;63,43;64,24;129,75;47,24;59,34;262,91;220;307,5;87,12;143,66;189,21;138,57;151,14;131,02;115,85;91,07;130,21;79,07;716,4;40,21;95,98;405,62;102,32;123,24;196,08;48,98;304,04;271,44;134,14;243,39;189,91;28,18;248,77;105,5;49,47;126,92;98,82
2019-03-25;79,52;79,51;77,1;78,23;271,02;186,59;77,63;241,25;220,26;307,19;47,49;37,64;47,56;163,77;57,05;292,31;142,35;40,46;54,95;88,45;129,46;53,24;31,02;297,75;63,13;63,79;132,66;46,81;58,87;270,16;219,24;303,71;86,02;141,59;187,57;136,61;152,92;129,87;115,65;90,62;144,23;78,52;708,6;39,71;94,53;395;101,42;122,44;195,17;48,55;299,59;268,8;134,37;246,86;183,85;28,32;246,27;104,96;49,33;126,59;97,93
2019-03-22;78,99;79,76;78,77;77,97;269,62;186,7;77,24;240,12;216,71;305,59;48,16;37,3;48,64;166,09;57,14;291,76;141,03;40,67;56,04;89,24;129,69;54,05;32,26;301,51;63;63,77;134,44;46,85;59,8;272,6;219,43;308,79;85,34;141,65;187,09;136,91;154,32;128,3;118,54;90,39;146,48;78,47;702,07;39,67;93,71;391,8;100,14;123,02;194,44;48,09;301,69;263,81;135,31;247,09;181,53;28,69;245,37;103,67;49,24;126,68;97,93
2019-03-21;82;81,24;80,36;80,06;280,73;191,89;78,45;245,42;226,88;315,57;48,92;38,15;50,16;168,87;58,91;297,25;146,73;43,12;57,4;89,62;132,29;55;35,54;304,86;64,05;64,92;136,91;47,72;61,22;276,76;225,69;319,21;87,08;144,26;192,66;138,1;156,3;128,31;122,23;92,1;148,29;79,09;729,72;40,15;97,5;402,59;100,97;125,16;198;50,11;304,96;271,05;136,57;252,02;182,56;29,25;250,28;106,81;50,02;129,56;99,64
2019-03-20;80,92;80,43;79,27;79,94;265,68;191,12;77,18;243,15;320,59;310,72;49,19;37,86;49,36;167,87;58,68;291,21;145,12;42,45;56,16;88,63;129,74;53,71;36,54;303,01;62,97;64,6;135,08;47,3;60,12;275,31;219,27;315,3;86,31;143,25;189,79;137,29;154,11;128,16;120,65;91,72;142,58;78,27;712,88;39,98;95,02;405,5;98,81;123,22;197,14;49,63;301,8;265,63;134,02;250,5;179,98;28,71;245,26;105,09;49,03;127,43;98,5
2019-03-19;81,2;80,82;81,07;79,96;259,29;191,49;77,59;247,57;323,76;314,12;49,6;38,17;50,55;172,78;59,97;294,58;145,81;42,67;57,09;89,41;129,86;53,91;36,73;307,99;63,12;65,49;136,62;47,43;60,5;286,66;218,3;310,7;85,67;144,45;187,57;138,44;155,96;126,59;122,52;92,66;145,63;78,1;715,74;40,1;95,09;406,99;97,9;123,31;196,12;49,77;301,42;265,96;135,43;257,13;181,76;28,62;246,54;105,78;49,45;125,72;98,72
2019-03-18;80,97;80,65;80,39;78,83;253,73;191,31;76,95;244,67;325,64;313,67;49,86;37,97;49,97;167,11;59,36;293,18;144,9;42,57;56,67;88,7;128,07;52,07;36,54;308,23;63,63;65,02;134,75;47,18;59,78;282,17;215,74;305,78;85,62;143,08;186,5;137,17;154,89;125,24;121,37;91,89;143,02;77,57;706,84;39,63;94,03;407,6;97,4;123,23;193,58;49,19;301,09;263,53;135,84;255;187,48;28,18;245,27;105,94;49,51;125,32;97,77
2019-03-15;81,1;81,34;80,18;79,86;252,33;191,24;76,94;253,92;329,87;310,33;49,96;40,21;50,27;166,45;59,15;295,23;143,48;42,2;55,6;88,45;128,69;53,53;37,75;303;59,92;65,63;132,35;47,63;59,29;280,14;216,21;309,84;84,8;141,53;186,07;137,6;154,36;123,94;119,26;93,79;139,4;77,78;708,58;39,61;94,04;414,47;100,37;123,38;194,04;48,91;302,9;263,09;134,24;251,4;188,09;28,09;244,97;105,71;49,09;125,92;96,91
2019-03-14;80,61;79,95;79,51;78,98;247,59;187,76;76,51;252,26;321,52;311,87;49,89;40,05;50,8;169,56;59,38;294,81;140,99;41,89;55,88;87,9;128,11;53,58;36,71;305,45;59,34;64,79;131,77;47,36;59,1;279,82;210,87;309,2;84,31;140,98;186,24;138,02;152,82;123,08;117,72;93,33;140,13;77,7;698,68;39,05;93,11;407,5;101;123,55;193,35;48,63;298,86;261,43;134,12;253,27;186,11;28;242,49;106,01;49,19;122,94;96,2
2019-03-13;80,13;78,93;79,79;78,62;252,13;187,35;76,38;253,63;320,56;309,42;50,97;40,23;50,65;168;59,98;292,11;141,51;42,05;56,57;88,31;128,13;53,6;36,87;303,61;59,3;65,75;130,82;47,39;60,15;283,03;209,89;308,27;85,06;141,55;185,72;139,41;154,93;124,31;117,47;93,02;141,77;77,81;689,95;39,82;93,66;409,01;102,63;122,81;191,84;48,75;297,44;258,87;132,69;252,25;185,66;27,47;241,34;105,24;49,56;123,13;96,93
2019-03-12;79,93;78,74;78,42;78,24;250,84;184,18;75,68;250,58;312,72;308,87;50,38;40,26;49,33;164,3;58,28;292,99;140,49;41,8;54,65;86,81;127,44;51,33;35,95;296,98;58,48;64,83;128,88;47,21;59,71;274,45;205,97;305,27;84,9;139,85;183,38;139,18;151,41;123,5;115,61;92,44;138,94;77,45;691,48;39,56;93,47;417,62;102,77;122,23;190,8;48,34;296,44;254,92;131,09;245,88;182,57;27,37;241,01;103,43;49,29;122,68;95,75
2019-03-11;79,3;78,08;77,95;77,81;243,36;184,14;75,12;249,94;311,46;308,27;50,9;39,9;48,85;163,63;57,45;288,81;140,35;41,82;53,75;85,44;126,33;50,47;36,02;295,97;57,85;64,34;125,89;46,95;59,93;273,1;204,72;300,18;84,17;139,41;180,98;138,56;149,01;123,5;113,48;92;135,85;77,11;688,93;39,34;92,92;412,05;101,4;120,98;189,22;47,99;291,88;254,32;129,7;243,15;180,52;27,16;239,7;103,04;49,48;121,41;94,73
2019-03-08;77,98;77,58;76,41;76,63;230,84;180,87;74,13;246,72;307,93;303,86;51,39;39,51;47,7;163,14;56,56;288,1;137,95;42,22;52,93;84,37;125,04;49,95;35,81;295,04;56,42;63,23;124,74;46,61;58,57;268,27;201,74;294,53;82,12;137,43;177,92;138,06;146,51;126,7;111,86;90,52;132,55;76,09;680,95;38,76;91,87;402,64;101;119,17;187,23;47,38;286,89;249,85;129,19;237,29;177,26;26,61;238,6;101,57;48,56;121,61;92,41
2019-03-07;78,73;78,24;76,33;76,8;230,75;181,46;74,72;246,67;315,29;302,6;51,51;39,59;47,5;163,81;56,43;288,39;138,48;42,57;52,36;83,23;124,46;50,54;35,77;291,42;56,99;62,53;126,89;46,81;57,4;268,44;203,89;292,06;82,45;137,85;177,72;138,24;145,81;126,34;112,28;91,08;130,34;76,71;683,84;39,24;93,24;409,58;100,49;119,8;187,06;47,69;287,55;250,81;129,52;236,7;178,61;26,82;238,37;102,47;48,22;121,39;92,55
2019-03-06;78,75;78,09;76,63;77,7;231,45;183,15;74,73;248,58;317,97;308,73;52,89;39,78;48,23;164,91;56,88;282,76;138,03;42,64;54;83,34;124,64;51,04;35,85;294,46;57,21;62,92;128,73;46,72;57,7;272,1;207,81;298,66;83,37;139,19;178,84;139,09;145,21;126,68;113,51;92,08;129,45;77,01;681,94;39,68;93,37;423,69;100,61;120,06;188,34;47,81;287,14;251,24;132,83;239,07;181,11;27,06;239,58;102,61;47,75;123,24;94,17
2019-03-05;79,74;78,91;79,66;78,22;239,22;188,82;75,71;252,23;326,87;312,32;53,8;40,19;49,86;170,11;58,08;290,22;140,78;43,72;54,96;85,1;125,35;53,1;36,74;298,69;57,53;64,39;135,39;47,5;58,87;277,23;210,8;303,8;85,04;141,49;182,2;138,77;147,37;128,49;117,16;92,72;134,08;77,9;693,41;40,66;94,9;437,13;102,43;121,28;189,93;48,97;293,58;254,46;137,23;241,43;187,8;27,39;241,16;104,49;48,96;124,11;95,78
