"Date";"agilient_tech";"abbvie";"amerisource_bergen";"abbot_labs";"align";"amgen";"baxter";"becton_dickinson";"biogen";"bio_rad_labs";"briston_myers_squibb";"boston_scientific";"cardinal_health";"cigna";"centene";"cooper";"charles_river_laboratories";"catalent_inc";"cvs_health_corp";"quest_diagonistcs";"danaher";"davita";"dexcom";"elevance_health";"edwards_lifesciences";"gilead";"hca";"hologic";"henry_schein";"humana";"idexx_labels";"illumina";"incyte";"iqvia_holdings";"intuitive_surgical";"j_j";"laboratory_america";"eli_lilly";"mckesson";"medtronic";"molina_healthcare";"merck_co";"mettler_toledo";"pfizer";"perkin_elmer";"regeneron_pharma";"steris";"resmed";"stryker";"bio_techne";"teleflex";"thermo_fisher_scientific";"universal_health_service";"united_health";"vertex";"viatris";"waters";"west_pharmaceutical";"dentsply";"zimmer_biomet";"zoetis_inc"
2023-01-20;155,92;149,59;162,21;112,82;243,01;263,24;43,88;253,81;285,77;457,29;74,15;45,62;75,82;308,36;76,15;343,73;243,17;49,45;87;145,43;274,4;80,32;107,86;479,49;79,29;83,01;261,4;79,66;80,86;497,3;488,88;204,39;83,2;223,61;256,77;168,74;255,59;346,07;378,04;80,91;297,45;109,94;1561,53;45,11;137,82;722;234,73;205,11;256,22;81,46;235,69;593,66;149,47;486,72;309,84;11,6;338,75;259,55;36,97;124,09;163,81
2023-01-19;152,87;148,71;162,94;111,8;236,3;262,03;43,64;253,96;280,13;450,55;73,75;45,46;75,48;310,66;75,86;342,39;233,53;49,29;87,48;145,3;270,78;79,53;106,2;480,22;78,47;83,62;256,98;78,76;80,22;491,72;475,13;196,38;83,88;222,29;252,5;169,53;252,59;351,08;378,72;79,52;298,07;109,9;1518,46;44,96;133,01;715,57;229,3;199,17;253,31;80,79;235,2;583,86;146,29;484,36;307,94;11,52;332,04;254,78;36,62;121,95;161,95
2023-01-18;154,07;149,2;162,95;111,51;246,8;264,39;44;253,57;283,47;452,36;72,14;45,09;76,47;308,36;75,09;339,42;234,53;48,18;88,2;145,1;270,62;79,42;106,63;471,71;78,31;83,74;256,76;78,92;80,32;484,75;481,32;205,84;82,27;220,55;256,35;169,76;251,35;352,01;378,4;78,73;295,2;108,79;1539,65;45;132,57;724,55;225,97;195,14;252,02;79,99;236,44;580,05;145,65;476,24;309,86;11,47;328,89;254,51;36,92;122,08;159,97
2023-01-17;155,4;152,83;164,16;113,39;246,04;269,42;44,74;256;289,59;454,92;72,31;46,04;76,42;315;76,74;345,33;236,53;47,96;89,37;147,55;274,92;79,07;109,51;480,96;78,86;85,41;258,32;79,46;80,86;490,46;480,19;206,44;81,26;221,54;261,73;172,36;254,76;357,74;383,47;80,35;299,32;110,45;1531,3;46,08;132,48;728,11;225,38;199,88;256,4;80,85;241,1;587,86;146,55;485,08;311,98;11,84;332,25;253,04;36,82;123,01;159,57
2023-01-13;156,92;153,6;164,28;113,51;239,76;271,73;44,84;255,85;288,04;455,2;72,51;46,53;76,87;314,21;77,04;350,39;232,62;49,08;89,92;147,94;273,62;79,03;108,47;483;78,31;86,27;258,87;79,95;80,37;491,36;479,08;201,11;80,83;222,14;258,9;173,43;251,71;361,62;381,81;80,59;300,25;112,25;1557,78;47,85;133,77;722,13;218,1;202,03;259,82;80,85;240,98;583,84;147,88;489,57;300,94;11,54;339,08;250,7;36,55;123,38;160,92
2023-01-12;156,49;152,22;164,9;111,36;235,58;270,92;45,09;254,6;288,08;451,78;71,6;46,71;76,52;310,22;78,18;349,45;232,25;49,35;89,18;148,12;272,31;78,22;107,14;477,08;77,75;85,72;255,15;79,87;79,51;494,29;469,71;193,75;80,45;219,5;256,94;174;252,33;359,12;380,84;79,85;299,15;111,77;1536,21;47,71;132,16;714,57;214;200,23;256,35;82,17;238,54;581,54;146,18;495,67;296,25;11,66;335,7;248,09;36;123,2;159,91
2023-01-11;158,17;157,17;165,39;113,15;234,16;272,91;45,44;256,15;285,03;461,17;71,94;45,81;76,52;309,23;78,44;350,31;246,94;49,46;89,75;152,84;273,81;79,76;106,16;480,54;77,71;87,19;252,32;81,08;80,62;493;463,02;204,05;79,68;221,53;259,96;174,88;254,22;360,41;380,8;80,32;302,76;111,07;1553,73;47,45;135,53;709,94;214,53;200,69;258,81;86,62;239,77;582,56;144,68;493,4;292,25;11,77;342,66;251,35;35,11;124,32;157,9
2023-01-10;155,23;159,64;167,26;113,85;232,25;273,88;45,74;255,37;281,46;432,92;71,65;46,06;78,13;303,79;76,12;343,85;234,13;48,1;90,65;152,54;266,89;79,78;110,88;470,68;77,02;87,14;250,4;80,57;79,97;481,59;469,11;194,45;79,55;215,51;271,36;175,16;245,29;352,75;382,67;78,89;292;110,81;1520,86;47,62;133,4;698,95;212,68;201,52;263,81;86,54;259,48;568,03;147,5;486;288,75;11,84;335,93;245,93;33,32;125,5;154,36
2023-01-09;147,47;161,66;164,97;112,15;227,67;270,12;44,7;252,45;274,72;425,99;71,01;45,59;77,57;303,04;77,59;344,25;227,75;48,18;91,49;152,93;255,05;78,71;110,06;470,71;76,35;85,1;249,79;79,79;80,53;481,71;448,08;207,31;78,82;208,49;264,93;175,58;243,45;349,83;381,96;77,54;296,4;110,38;1456,41;48,39;133,89;680,49;209,69;190,85;261;83,94;257,15;546,09;148,1;490,06;283,23;12,01;320,4;240,73;32,99;126,05;147,06
2023-01-06;147,67;166,55;165,71;112,33;220,77;275,2;48,45;259,34;279,25;418,68;73;46,33;78,64;302,68;78,66;345,17;219,84;47,66;91,6;155,64;252,49;81,05;115,82;475,48;77,01;88,08;254,52;77,83;81,61;492,54;447,77;201,87;80,87;205,36;270,39;180,25;243,02;362,94;386,05;80,86;301,7;114,84;1449,57;50,92;133,53;737,15;208,89;191,75;256,25;82,52;257,93;535;151,96;490;290,21;12,1;322,21;232,5;33,43;125,7;147,64
2023-01-05;152,11;163,49;163,08;110,8;219,82;266,86;52,57;255,31;271,59;430,37;71,92;45,76;76,62;304,19;77,26;339,36;220,08;46,17;90,45;154,5;255,23;78,5;111,69;473;75,18;85,85;250,3;77,63;80,03;488,02;419,2;201,15;80,16;207,05;268,62;178,8;239,97;358,92;374,05;80,03;298,54;113,64;1489,51;49,66;138,81;723,76;205,07;187,29;249,82;82,29;253;556,94;148,97;489,96;287,89;11,84;347,03;233,7;33,09;126,08;145,45
2023-01-04;151,67;163,69;162,87;111,21;224,63;264,39;52,33;258,09;270,81;433,7;72,62;46,5;77;310,3;79,46;341,57;221,93;46,45;91,98;154,58;266,37;77,15;114,33;485,44;76,47;85,5;248,88;78,23;82,39;492,12;422,43;202,61;79,08;207,78;270;180,13;239,7;363,1;374,01;80,97;313,53;112,08;1491,57;50,13;142,31;726,49;210,9;191,32;252,49;84,39;257,5;561,92;145,77;504,5;286,83;11,75;349,77;241,14;33,78;128,46;148,96
2023-01-03;150,04;162,38;164,29;109,58;212,28;261,65;51,04;256,18;272,63;422,43;72,26;46,01;76,73;321,48;79,74;332,68;218,4;45,45;92,91;155,77;262,27;74,84;114,73;502,2;74,27;85,39;243,21;75,55;79,6;500,49;406,01;200,87;79,55;203,86;265,63;178,19;237,78;364,99;374,33;78,26;318,92;111,14;1461,87;51,26;141,14;720,47;209,11;185,58;246,03;82,53;249,85;553,18;142,61;518,64;286,02;11,38;345,59;234,41;32,69;127,28;146,85
2022-12-30;149,65;161,61;165,71;109,79;210,9;262,64;50,97;254,3;276,92;420,49;71,95;46,27;76,87;331,34;82,01;330,67;217,9;45,01;93,19;156,44;265,42;74,67;113,24;512,97;74,61;85,85;239,96;74,81;79,87;512,19;407,96;202,2;80,32;204,89;265,35;176,65;235,48;365,84;375,12;77,72;330,22;110,95;1445,45;51,24;140,22;721,49;208,13;184,69;244,49;82,88;249,63;550,69;140,89;530,18;288,78;11,13;342,58;235,35;31,84;127,5;146,55
2022-12-29;151,09;162,56;166,05;110,31;212,14;263,16;51,12;256,9;276;424,57;72,1;46,35;77,72;330,72;81,72;334,38;223,55;45,26;93,45;156,79;266,85;75,21;112,07;512,88;75,21;85,26;240,38;76,1;80,61;513,2;410,38;201,64;79,48;207,81;267,79;177,56;235,49;367,02;375,12;77,81;333,27;110,82;1467,11;51,33;142,84;721,29;209,37;186,2;245,5;84,47;251,35;557,01;140,79;529,88;289,08;11,13;345,88;238,98;32,28;127,83;148,15
2022-12-28;148,09;162,23;167,36;107,83;201,58;261,42;50,36;253,12;274,04;409,37;71,99;45,78;78,6;331,85;81,58;328,39;215,04;42,94;92,76;156,51;259,34;72,8;109,77;512,68;73,11;84,57;236,4;74,94;79,46;515,31;399,93;190,81;79,44;201,87;261,65;176,66;231,27;365,22;377,51;76,3;332,42;111,08;1430,18;50,8;138,08;713,03;205,77;182,35;241,66;80,69;247,55;543,41;139,37;528,45;285,76;10,92;340,71;231,24;30,98;125,99;143,83
2022-12-27;149,55;162,99;169;108,57;204,59;263,39;50,84;255,3;274,77;413,05;72,61;46,24;79,15;334,1;81,58;333,44;218,92;43,32;93,02;157,28;260,88;73,9;109,88;514,21;73,59;85,01;240,03;75,75;80,53;514,38;404,8;188,77;79,59;202,94;263,97;177,43;232,96;364,88;380,19;77,64;334,37;112,12;1447,24;51,13;140,2;711,35;206,89;183,2;244,03;82,21;248,87;545,44;141,26;531,99;287,32;11,04;346,53;236,73;32,07;127,28;145,3
2022-12-23;149,23;163,1;170,01;108,18;203,67;263,92;50,17;254,47;279,16;412,69;72,89;46,06;80,05;334,31;81,63;332,73;218,5;43,35;93,56;156,31;259,86;73,76;111,44;514,29;74,19;84,75;240,74;75,51;80,64;513,96;410,58;191,24;81,36;203,84;262,66;177,48;231,65;367,9;383,67;77,5;335,08;111,86;1439,05;51,83;140,63;726,74;208,32;182,06;242,84;82,73;248,81;540,68;140,76;531,31;289,69;11,01;346,66;235,13;31,83;126,69;145,76
2022-12-22;149,01;163,27;169,27;108,03;203,49;265,26;50,14;253,59;280,61;411,75;73,83;46,15;80,56;333,28;82,24;330,83;218,36;43;93,4;155,63;258,67;73,43;113,68;510,06;74,45;85,28;241,15;75,37;80,54;512,43;412,96;195,78;81,12;203,14;263,61;177,03;231,71;365,31;381,79;77,14;335,32;111,24;1438,44;51,64;141,38;733,62;209,14;181,86;241,77;82,95;248,05;539,14;140,99;527,09;293,92;10,75;344,3;235,26;31,48;126,79;145,03
2022-12-21;150,09;162,21;169,32;108,14;204,28;266,26;50,33;253,36;286,86;412,64;73,33;46,08;80;333,16;81,65;328,69;220,31;43,45;94,12;155,3;260,98;73,19;114,76;510,84;74,76;85,27;242,9;75,42;81,01;508,11;418,06;197,46;80,52;204,55;266,16;177,68;231,93;368,01;380,46;77,16;333,77;111,11;1444,02;51,66;142,15;736,19;210,14;181,48;241,54;83,17;247,71;539,89;142;527,54;290,55;10,85;346,78;234,68;31,33;127,08;144,92
2022-12-20;147,93;160,58;167,38;106,49;200,75;264,75;49,93;249,24;287,51;400,8;72,65;45,84;79,58;329,54;80,38;319,89;213,01;44,36;95;150,2;255,6;70,82;113,15;504,65;73,42;84,77;238,36;74,1;80,57;501,72;405,71;191,46;81,07;201,38;261,8;175,67;226,78;359,64;375,55;76,7;329,4;109,71;1405,05;51,32;139,48;733,53;208,91;180,15;238,6;81,03;242,71;528,5;135,59;520,21;293,23;10,74;339,14;227,79;30,88;125,43;142,47
2022-12-19;146,95;161,49;167,22;106,59;198,76;265,7;49,95;248,46;284,38;401,82;73,16;45,8;79,34;330,78;81,42;316,26;216,53;43,88;95,05;151,45;258,72;72,27;112,23;502,89;73,43;86,42;238,67;73,31;80,69;504,84;402,17;191,59;80,59;199,84;261,01;175,48;229,01;357,78;375,54;77,12;331,65;109,44;1397,93;51,36;138,32;721,1;209,15;180,5;239,03;80,79;243,35;530,17;134,5;523,6;291,59;10,91;337,3;228,23;30,6;124,96;143,19
2022-12-16;149,3;160,48;166,79;106,91;198,21;267,41;49,71;249,51;284,98;407,98;73,49;45,81;79,28;327,29;81,4;317,86;215,42;44,26;95,45;149,24;262,03;72,41;114,63;502,05;73,01;86,76;239,05;73,73;80,66;503,53;407,71;199,54;82,03;203,78;264,68;175,67;226,99;359,87;372,64;76,72;334,89;109,2;1428,19;51,4;137,66;723,17;209,8;183,03;239,84;82,38;247,01;536,44;135,77;523,7;304,8;10,96;338,48;226,1;30,52;125,58;144,46
2022-12-15;150,86;163,1;165,6;108,52;201,97;266,14;50,76;250,51;283,44;420,48;75;46,32;78,57;331,45;80,31;324,1;218,5;45,35;97,6;149,22;270,08;72,99;116,24;508,98;73,55;86,58;239,7;75,01;82,11;508,44;415,38;207,46;82,23;208,41;267,3;177,49;229,29;360,01;368,28;77,72;338,94;109,63;1418,07;53,61;141,04;731,27;215,04;187,86;245;84,19;250,07;553,79;132,53;527,68;308,4;11,14;342,43;237,08;31,26;127,02;148,71
2022-12-14;154,81;164,86;165,27;111,26;195,81;271,13;52,3;254,04;289,05;429,9;77,14;47,18;78,55;334,68;83;324,86;214,33;46,26;100,68;151,11;274,23;74,71;121,49;520,15;75,82;88,4;244,7;75,89;83,17;521,51;430,03;209,98;82,67;214,21;280,65;179,76;230,62;363,5;372,31;78,79;349,51;111,55;1474,76;54,48;143,71;750;220,86;193,72;253,82;86,81;253,28;567,23;130,83;538,36;312,09;11,32;343,97;243,58;32,05;128,24;151,78
2022-12-13;157,66;164,79;165,03;111,53;198,58;272,26;53,17;254,05;291,24;435,03;77,35;47,2;78,26;330,25;83,22;329,83;209,61;46,78;101,19;149,75;276,68;75,05;119,56;519,32;75,96;88,75;243,1;75,78;83,28;523,06;435,35;210,76;82,91;216,8;281,74;179,21;231,13;358,66;371,09;80,14;348,7;110,91;1513,02;53,07;147,94;747,56;223,7;199,08;253,95;86,98;253,49;571,38;129,45;538,22;307,09;11,34;344,62;251,9;31,66;128,43;154,97
2022-12-12;155,33;165,32;167,2;109,49;195,01;276,78;52,63;254,06;290,59;418,28;78,89;47,13;79,52;339,3;86,89;314,12;201,94;45,5;103,79;149;273,49;74,87;116,78;534,18;75,32;88,54;242,73;75,15;81,95;529,99;423,11;208,52;82,36;213,14;273,84;177,84;227,55;367,25;377,75;79,71;353,06;108,97;1484,89;52,16;142,53;742,48;220,9;194,78;249,17;82,98;248,47;567,6;128,4;545,86;314,19;11,14;340,86;241,28;30,52;126,13;152,86
2022-12-09;152,95;163,06;165,33;107,51;188,81;278,65;52,38;247,6;285,37;416,09;78,83;46,23;77,55;332,12;86,25;309,47;210,17;44,68;101,65;148,85;269,34;74,34;116,46;524,92;74,01;87,97;237,59;74;81,2;533,42;420,63;205,62;82,34;208,53;270,6;175,74;233,56;360,99;371,41;78,59;341,15;108,78;1455,56;51,72;139,15;750,06;219,68;191,96;244,63;80,73;247,34;560,23;127,33;539,2;312,22;10,78;336,53;239,01;30,26;124,4;153,39
2022-12-08;156,28;165,99;170,46;106,92;190,46;285,57;52,62;247,97;289,1;420,1;79,88;46,32;80,78;333,5;86,49;319,43;210,07;45,54;102,53;150,5;271,82;74,91;122,67;529,12;72,48;89,47;241,53;74,8;81,32;547,36;428,54;210,42;84,11;210,41;272,02;177,2;235,68;371,79;381,64;77,79;339,75;110,85;1482,73;51,78;141,94;765,42;222,5;190,28;247,84;81,95;245,13;567,95;129,61;547,92;321,32;10,96;343,04;236,03;30,28;125,84;153,68
2022-12-07;153,73;165,4;170,29;104,81;187,33;285,76;52,35;246,48;292,15;403,88;79,93;45,63;80,15;332,19;87,35;314,58;212,99;47,22;102,28;149;268,24;74,83;117,91;529,9;72,58;87,79;238,11;73,8;81,4;549,18;420,1;208,52;84,03;207,69;267,96;177,17;233,68;371,97;385,51;76,91;339,28;110,09;1461,57;50,24;139,3;764,27;222,18;185,56;242,08;80,67;240,32;558,14;128,12;542,91;317,58;10,9;340,64;235,89;29,76;124,19;150,25
2022-12-06;151,35;163,72;169,32;103,86;186,04;283,29;51,51;244,39;291,47;399,59;79,92;45,16;79,4;329,64;85,93;313,1;211,21;48,22;101,19;148,97;265,35;73,83;116,83;528,4;72,27;87,96;236,62;74,22;80,64;546,35;415,39;205,98;82,54;209,87;266,31;176,1;234,15;368,54;378,04;77,08;335,63;108,93;1453,8;49,71;137,29;747,47;217,73;183,57;235,54;80,67;235,97;550,53;127,95;539,32;311,81;10,93;337,59;234,99;30,11;121,39;153,05
2022-12-05;152,7;163,94;171,28;105,41;187,91;284,91;51,3;246,21;292,75;405,79;80,7;45,42;79,48;327,39;86,35;321,56;215,11;50,77;102,01;148,92;267,97;73,45;116,56;522,34;73,85;87,98;235,35;75,11;81,47;547,42;422,3;213,86;84,08;211,93;269,72;178,78;236,39;369,29;382,44;78,79;335,11;110,01;1454,37;50,73;136,94;755,45;219,35;185,47;237,9;82,6;235,78;557,21;127,36;535,04;317,6;10,92;340,29;239,44;30,62;122,28;155,33
2022-12-02;155,67;163,66;173,99;108,09;198,41;285,51;53,22;252,38;298,9;419,06;81,13;46,6;80,88;327,2;85,79;322,32;222,66;52,25;102,58;150,46;274,23;74,34;118,11;523,6;76,55;89,03;239,03;76,5;83,29;546,78;435,3;218,76;83,13;217,73;272,25;178,88;241,57;374,76;386,85;79,62;334,17;110,04;1486,1;50,91;139,23;766,39;232,9;191,91;243,11;84,69;242,58;563;129,35;536,16;321,37;11,17;347,37;244,35;31,68;122,97;157,42
2022-12-01;156,12;161,63;171,63;107,93;201,77;285,94;52,38;250,83;301,85;418,04;80,88;46,12;79,26;323,45;85,81;326,62;226,2;52,23;101,65;152,61;274,54;73,23;118,03;525,25;77,56;87,9;238,47;76,99;82,95;548,37;439,17;220,86;80,68;220,55;274,49;178,74;241,77;370,33;379,72;79,25;334,83;109,8;1490,33;51,08;141,75;761,24;229,34;192,31;240,77;86,41;244,8;564,56;130,2;536,91;320,76;11,24;346,93;242,02;31,44;123,35;156,64
2022-11-30;154,98;161,18;170,69;107,58;196,66;286,4;56,53;249,34;305,17;414,71;80,28;45,27;80,17;328,89;87,05;316,35;228,57;50,13;101,88;151,83;273,41;73,73;116,28;532,92;77,25;87,83;240,22;76,16;80,92;549,9;425,87;218,08;79,67;218,02;270,39;178;240,7;371,08;381,68;79,04;336,77;110,12;1469,56;50,13;139,73;751,7;230,2;185,74;233,89;84,99;234,12;560,22;130,85;547,76;316,4;11,03;346,6;234,66;30,26;120,1;154,14
2022-11-29;150,94;158,2;167,9;105;191,83;281,99;55,34;241,02;291,41;399,55;79,03;44,5;78,65;320,7;84,42;307,44;239,5;47,18;100,88;149,01;259,02;71,65;110,39;515,36;74,85;85,76;235,81;74,37;80,6;533,14;408,96;208,57;77,8;212,5;258,8;176,09;239,78;363,95;381,78;76,48;322,72;108,84;1412,21;49,49;133,65;736,08;223,2;178,39;227,2;81,77;226,15;539,75;130,55;528;316,33;11,18;330,16;223,5;30,21;119;147,85
2022-11-28;152,3;158,43;167,17;105,39;189,78;282,62;55,19;237,34;291,9;398,41;79,14;43,79;78,46;319,51;84,93;308,33;237,11;46,92;100,41;149,07;261,16;72,08;112,57;512,78;75,78;85,21;234,35;73,85;80,28;534,29;400,1;216,91;77,83;214,45;262,64;177,33;238,36;365,77;380,34;76,13;326,53;108,45;1439,89;49,57;133,68;741,48;225,54;178,24;227,27;82,6;224,49;540,03;129,13;532,27;315,3;11,06;331,6;224,18;30,46;117,67;148,13
2022-11-25;156,96;159,62;167,7;106,96;194,67;283,74;56;238,06;305,15;404,06;79,24;44,15;78,95;323,9;84,86;314,38;242,92;41,39;101,26;149,06;267,04;73,92;112;513,86;76,36;86,26;239,37;74,93;81,44;540,95;411,36;218,99;78,26;219,98;265,13;177,24;241,37;365,25;383,34;79,12;327,08;107,5;1449,69;49,21;136,93;736,23;229,92;180,58;232,74;84,74;225,54;551,25;132,73;537,62;312,98;11,14;338,03;226,65;31,48;119,21;150,1
2022-11-23;155,35;159,39;165,53;106,02;196,28;283,4;56,3;237,34;303,45;403,94;79,14;43,89;78,44;319,84;83,63;313,1;241,08;42,18;100,06;148,46;263,35;72,29;112,92;507,16;75,91;85,42;237,28;74,38;80,4;538,3;416,53;222,08;77,76;217,72;264,45;177,01;238,29;361,72;380,75;79,02;320,58;106,82;1441,32;48,85;137,37;735,36;229,34;180,51;230,29;84,08;225,71;547,29;129,65;529,71;316,16;11,02;334,57;228,06;30,98;118,01;150,47
2022-11-22;156,86;159,79;164,71;104,87;191,39;287,05;55,32;235,61;306,72;405,48;78,86;43,54;78,89;319,35;82,96;309,23;242,13;41,54;99,51;146,7;262,04;71,65;111,01;505,06;74,31;85,23;234,74;74,26;80;530,8;412,13;222,17;78,27;215,9;262,9;176,82;236,75;360,88;377,73;77,93;316,55;106,9;1439,75;49,08;136,61;749,23;229,66;177,82;226,52;83,12;217;544,75;128,76;523,09;321,48;11,07;336,97;228,53;30,37;115,33;148,63
2022-11-21;145,14;157,11;160,3;103,88;191,63;288,16;55,83;234,69;301,63;398,17;78,96;42,94;77,72;315,29;82,12;307,16;240,84;41,89;97,89;146,5;260,06;71,1;112,66;499,91;74,1;84,35;228,99;73,56;79,11;525,18;412,89;224,42;78,41;214,9;260,35;175,97;235,88;361,17;368,79;82,29;316,89;105,61;1391,93;48,18;136,4;738,98;225,21;177,21;224,65;83,02;214,04;536,28;127,7;517,19;316,2;11,09;322,89;225,25;30,6;114,53;147,33
2022-11-18;146,19;154,98;162;103,87;193,56;287,29;55;225,59;302,89;398,12;77,45;42,96;77,68;319,21;82,68;307,4;242,15;43,04;97,35;146,42;260,65;70,65;113,72;495,32;75,04;83,62;230,08;73,48;78,91;529,9;413,89;220,56;77,45;213,78;262,11;176,2;230,18;361,67;369,73;81,3;317,75;104,23;1401,31;48,23;136,17;736,73;224,4;166,01;223,61;82,15;217,4;535,24;128,67;530;314,63;11;321,16;225;31,13;114,09;145,64
2022-11-17;144,44;152,16;158,92;102,56;194,96;287,3;54,32;219,91;302,05;394,56;77,16;42,2;76,58;312,1;80,93;303;237,53;42,07;94,93;145,96;259,62;69,6;112,64;477,01;73,72;83,62;227,3;73,04;79,2;520,26;410,44;224,68;77,96;211,42;260,77;174,86;232,97;360,77;366,55;79,94;312,1;102,31;1388,83;48,33;135,68;739,08;218,98;166,06;218,98;82,92;213,86;529,89;126,3;515,31;309,9;10,96;319,81;221,93;30,69;112,12;143,6
2022-11-16;147,12;151,87;155,8;103,61;201,39;283,77;54,94;222,08;300,01;408,06;76,15;42,98;75,18;306,69;79,51;310,35;239,39;44,67;96,1;149,27;266,16;69,34;114,89;476,14;75,03;82,88;231;74,3;79,12;517,6;426,08;231,79;76,71;224,02;263,04;173,46;243,8;352,93;363,2;81,78;312,82;99,93;1395,75;48,05;139,14;735,67;224,58;166,34;221,26;87,12;217,29;536,01;126,32;511,52;305,44;11,08;329,53;240,1;30,6;114,46;148,28
2022-11-15;148;153,04;152,78;103,14;212,92;283,6;54,34;222,37;299,78;421,11;76,28;42,42;74,32;305,17;79,67;315,78;250,07;48,91;97,73;147,94;270,33;70,19;116,31;479,01;75,96;83;229,05;74,61;79,35;512,9;434,38;238,49;76,62;224,31;264,18;172,39;245,78;349,95;353,68;83,4;312,03;99,6;1408,03;48,57;142,28;728,73;223,63;167,73;221,97;88,07;215,02;546,09;127,63;503,01;305,28;11,32;329,79;247,69;31,34;115,12;149,82
2022-11-14;146,38;151,74;154,73;102,01;210,33;285,3;53,68;224,16;299,06;422,1;76,39;42,24;75,21;306,85;82,04;314,5;242,99;46,76;97,17;150,38;266,72;72,1;112,99;490,8;73,51;82,85;222,62;75,48;77,83;530;428,03;234,57;77,09;222,36;259,44;171,91;245,13;356,06;361,08;82,9;314,68;100,35;1442,8;49,24;143,03;742,01;220,88;167,78;218,99;86,28;210;534,77;125,68;513,75;306,03;11,56;325,88;242,31;30,35;113,31;146,45
2022-11-11;148,31;150,16;153,01;104,09;218,98;285,02;54,88;227,67;289,45;435,68;75,96;42,52;75,27;303,82;82,07;324,32;246,28;47,18;97,55;151,03;271;71,9;115,96;491,36;74,65;81,82;224,08;75,93;78,63;528,53;441,27;242,74;77,53;226,53;265,08;169,25;248,97;352,3;356,21;83,55;317,5;97,96;1464,38;47,6;143,46;734,45;223,03;172,54;224,29;87,49;219,51;538,68;125;522,08;303,26;11,44;331,85;250,93;32,05;115,56;148,55
2022-11-10;146,3;149,72;155;104,23;196,48;291,01;53,73;229,28;290,7;427,58;79,38;43,76;77,93;323,34;84,43;302,03;237,7;44,89;99,91;152,48;267,87;68,45;119,84;521,88;72,55;82,6;222,5;75;77,32;558,3;416,06;240,09;77,78;222,58;257,86;174,47;243,07;368,72;370,32;81,84;329,69;101,89;1449,15;47,38;136,38;741,08;225,18;169,27;218,96;84,27;218,2;520,58;121,8;544,17;311,03;11,34;331,85;242,74;30,28;112,9;142,61
2022-11-09;137;147,62;158,19;99,46;174,58;289,65;51,65;218,29;282,31;403,49;79,78;42,06;80,17;324,99;83,88;273,57;221,09;41,51;99,56;145,42;246,95;65,42;113,15;520;69,99;82,32;209,01;72,11;74,43;553,47;379,88;215,85;77,22;204,31;236,13;172,45;230,54;363,27;386,22;79,29;326,8;101,59;1336,23;46,72;126,29;742,95;211,96;160,98;207,16;78,27;200,45;484,71;111,68;540,66;309,34;10,83;309,52;221,51;28,74;105,77;133,17
2022-11-08;138,75;148,53;159,66;99,64;180,4;292,39;52,65;219,49;286,16;381,83;79,98;41,92;80,11;327,74;84;273,51;222,48;42,83;101,65;145,83;253,01;67,89;115,35;530,31;69,69;82,23;211,67;73,71;73,82;557,74;382,9;218,04;76,69;207,92;240,7;173,84;235,59;366,66;390,77;80,19;334,97;101,5;1350,96;47,35;127,11;751,95;213,51;163,59;209,84;77,6;200,81;492,17;113,23;553,05;306,5;11,1;312,56;224,56;28,08;106,23;136,21
2022-11-07;138,03;148,1;162,01;99,5;181,37;277,02;52,34;220,94;284,62;378,89;79,19;41,96;80,98;324,37;82,95;270,57;226,03;41,48;101,18;146,14;249,04;70,98;115,33;528,46;68,77;81,46;214,24;74,35;74,25;554,93;385,2;217,19;75,9;207,99;242,33;172,98;233,77;365,07;395,8;85,54;330,88;100,07;1298,71;47,09;129,21;750,93;212,64;163,57;213,52;78,69;204,13;492,1;113,13;545,02;303,23;10,97;306,47;225,94;28,03;107,53;137,86
2022-11-04;136,08;145,28;161,64;98,07;180,93;269,04;50,58;220,84;281,82;378,2;78,78;41,59;79,52;322,13;81,73;270,62;220,34;42,45;99,56;143,62;246,97;70,38;114,88;526,66;68,54;80,34;211,91;75,23;72,69;552,05;371,79;224,36;77,3;204,1;239,53;171,48;227,99;357,41;396,65;84,65;330,55;99,2;1284,51;47,22;130,49;740,21;210,89;162,94;210,98;75,89;202,39;495,55;112,07;538,17;308,82;9,7;305,07;215,59;27,15;104,85;133,67
2022-11-03;134,46;144,42;157,84;96,45;175,83;265,88;50,44;221;280,25;365,15;78,48;41,53;75,67;324,24;85,08;265,56;217,16;42,25;97,8;142,98;241,42;68,54;112,6;533,86;68,66;79,46;212,75;73,27;71,05;563;369,19;211,93;76,9;203,86;234,19;170,72;223,58;361,68;397,58;84,02;352,95;98,75;1225,87;46,57;127,47;738,68;208,94;161,95;205,51;76,3;200,92;486,94;111,7;543,61;311,3;9,67;298,93;209,34;26,83;105,42;131,14
2022-11-02;135,27;144,52;154,81;98,04;179,08;269,01;51,93;228;278,37;356,02;77,45;41,93;75,05;320,86;85,06;270,43;215,75;44,9;96,8;140,48;242,54;69,76;115,95;538,12;70,31;77,88;213,82;74,25;69,68;559,58;372,64;210,98;77,15;204,35;236,13;170,43;224,58;354,96;389,79;85,78;350,34;99,4;1238,81;47,07;130,12;740,48;218;165,95;211,97;74,49;208,4;490,98;113,13;543,43;310,01;10,07;295,74;219,53;28,18;107,69;147,36
