"Date","Price","Open","High","Low","Vol.","Change %"
"02/03/2023","230.13","228.69","230.86","227.64","5.24M","0.25%"
"02/02/2023","229.56","233.96","234.30","228.37","7.00M","-0.58%"
"02/01/2023","230.90","229.37","232.66","227.80","5.78M","0.30%"
"01/31/2023","230.21","228.81","230.80","228.45","11.29M","0.48%"
"01/30/2023","229.10","230.20","230.42","227.93","5.55M","-1.01%"
"01/27/2023","231.44","228.00","232.84","227.25","11.38M","2.99%"
"01/26/2023","224.71","226.00","227.08","223.67","6.77M","-0.08%"
"01/25/2023","224.90","221.62","224.97","221.17","4.70M","0.45%"
"01/24/2023","223.89","222.02","250.58","196.80","5.27M","-0.13%"
"01/23/2023","224.18","224.60","226.20","223.15","5.49M","-0.06%"
"01/20/2023","224.31","221.14","224.43","220.41","5.21M","1.77%"
"01/19/2023","220.41","218.10","221.52","217.50","4.85M","0.43%"
"01/18/2023","219.46","224.08","224.99","219.44","6.55M","-1.59%"
"01/17/2023","223.00","222.38","224.40","222.37","6.10M","-0.03%"
"01/13/2023","223.06","221.91","223.76","220.14","4.28M","-0.25%"
"01/12/2023","223.62","222.10","223.81","220.61","4.26M","0.68%"
"01/11/2023","222.10","221.29","222.18","219.70","5.40M","0.46%"
"01/10/2023","221.09","218.99","222.39","218.18","10.85M","1.14%"
"01/09/2023","218.60","219.07","222.21","218.35","6.29M","0.39%"
"01/06/2023","217.75","214.00","218.14","213.09","6.83M","3.15%"
"01/05/2023","211.11","213.80","214.16","210.46","5.24M","-0.71%"
"01/04/2023","212.61","209.62","213.20","209.62","6.60M","2.52%"
"01/03/2023","207.39","209.28","212.32","206.16","4.20M","-0.18%"
"12/30/2022","207.76","206.31","208.04","205.70","4.16M","-0.14%"
"12/29/2022","208.06","205.95","208.53","205.50","3.68M","1.50%"
"12/28/2022","204.99","206.68","208.53","204.80","3.13M","-0.63%"
"12/27/2022","206.29","205.92","206.88","204.60","2.88M","0.22%"
"12/23/2022","205.83","204.13","206.24","203.52","3.25M","0.38%"
"12/22/2022","205.06","205.75","206.65","202.13","5.69M","-0.85%"
"12/21/2022","206.81","206.57","207.96","205.58","4.06M","0.71%"
"12/20/2022","205.36","203.88","206.53","203.55","5.02M","0.26%"
"12/19/2022","204.82","206.63","207.47","203.95","4.89M","-1.00%"
"12/16/2022","206.89","207.49","208.40","205.30","12.47M","-0.49%"
"12/15/2022","207.91","209.60","211.82","206.82","10.79M","-2.54%"
"12/14/2022","213.32","212.85","216.28","211.63","7.00M","0.13%"
"12/13/2022","213.04","219.54","219.98","212.62","14.56M","-0.72%"
"12/12/2022","214.59","210.00","214.82","209.47","5.94M","2.82%"
"12/09/2022","208.70","207.91","210.52","207.52","4.93M","-0.19%"
"12/08/2022","209.10","209.51","210.30","207.75","4.89M","0.62%"
"12/07/2022","207.81","208.80","209.02","205.13","7.86M","-0.61%"
"12/06/2022","209.08","212.00","212.13","207.64","5.98M","-2.15%"
"12/05/2022","213.68","215.65","216.91","213.05","8.97M","-1.83%"
"12/02/2022","217.66","215.73","218.48","214.24","5.13M","0.30%"
"12/01/2022","217.00","217.00","218.65","215.30","11.26M","0.00%"
"11/30/2022","217.00","208.22","217.00","208.01","13.92M","3.80%"
"11/29/2022","209.06","209.35","210.15","207.35","8.99M","-1.04%"
"11/28/2022","211.26","212.26","214.47","210.65","10.23M","-1.18%"
"11/25/2022","213.79","211.71","214.00","211.38","1.99M","0.97%"
"11/23/2022","211.73","210.00","212.83","209.91","3.81M","0.67%"
"11/22/2022","210.33","207.54","210.48","205.35","5.27M","1.94%"
"11/21/2022","206.32","210.30","210.55","205.89","10.45M","-2.13%"
"11/18/2022","210.80","213.17","214.17","209.74","8.03M","-0.09%"
"11/17/2022","210.99","207.96","211.28","207.32","5.39M","0.40%"
"11/16/2022","210.14","208.58","210.89","208.22","6.13M","0.07%"
"11/15/2022","209.99","209.99","213.73","207.51","7.32M","1.51%"
"11/14/2022","206.86","203.50","209.17","203.21","5.80M","0.91%"
"11/11/2022","205.00","206.00","206.43","202.15","9.60M","-0.28%"
"11/10/2022","205.57","203.09","205.76","200.02","8.05M","6.00%"
"11/09/2022","193.93","200.70","201.33","193.32","7.32M","-3.89%"
"11/08/2022","201.78","201.66","204.12","199.74","6.94M","0.84%"
"11/07/2022","200.10","198.32","200.44","197.17","7.82M","1.58%"
"11/04/2022","196.98","197.00","201.45","195.34","9.68M","1.15%"
"11/03/2022","194.75","198.28","198.85","194.18","8.24M","-3.09%"
"11/02/2022","200.95","205.76","207.00","200.58","6.99M","-2.89%"
"11/01/2022","206.93","208.91","209.97","205.33","5.92M","-0.11%"
"10/31/2022","207.16","208.92","209.62","206.20","8.67M","-1.04%"
"10/28/2022","209.34","205.00","211.52","203.31","8.46M","2.47%"
"10/27/2022","204.29","203.32","206.32","201.59","7.95M","0.47%"
"10/26/2022","203.33","196.58","206.37","196.50","15.45M","4.60%"
"10/25/2022","194.38","190.87","195.23","190.72","11.91M","1.92%"
"10/24/2022","190.71","191.41","193.13","189.10","7.30M","0.18%"
"10/21/2022","190.37","185.80","190.95","185.05","7.58M","1.68%"
"10/20/2022","187.22","186.46","190.98","186.43","5.71M","0.43%"
"10/19/2022","186.41","185.49","187.64","184.76","4.93M","-0.41%"
"10/18/2022","187.17","189.49","190.19","185.74","5.21M","1.04%"
"10/17/2022","185.25","186.00","188.57","182.85","13.95M","1.44%"
"10/14/2022","182.62","186.79","187.13","182.07","6.45M","-1.10%"
"10/13/2022","184.66","175.00","185.37","174.60","8.43M","3.60%"
"10/12/2022","178.24","179.09","180.59","178.22","4.88M","-0.50%"
"10/11/2022","179.14","180.37","181.64","178.19","6.29M","-1.67%"
"10/10/2022","182.18","184.13","184.78","180.90","4.74M","-0.90%"
"10/07/2022","183.83","183.45","184.61","181.93","5.61M","-0.95%"
"10/06/2022","185.59","186.65","188.05","185.25","5.16M","-1.11%"
"10/05/2022","187.67","183.34","188.82","182.36","6.12M","1.09%"
"10/04/2022","185.65","185.05","186.21","183.07","7.08M","2.20%"
"10/03/2022","181.65","179.34","183.36","178.15","8.84M","2.25%"
"09/30/2022","177.65","180.06","182.92","177.60","9.47M","-1.34%"
"09/29/2022","180.06","178.83","182.24","178.73","9.11M","0.49%"
"09/28/2022","179.18","177.26","180.10","174.83","9.75M","0.74%"
"09/27/2022","177.87","182.51","184.85","177.02","9.80M","-1.51%"
"09/26/2022","180.59","183.04","184.50","179.90","9.91M","-1.83%"
"09/23/2022","183.96","183.47","184.58","182.23","10.76M","-0.98%"
"09/22/2022","185.79","186.35","187.21","184.66","6.60M","-0.66%"
"09/21/2022","187.02","192.53","193.09","187.00","6.71M","-2.63%"
"09/20/2022","192.07","191.10","193.03","190.29","5.29M","-0.55%"
"09/19/2022","193.13","191.59","193.99","190.71","8.13M","-0.09%"
"09/16/2022","193.30","190.22","193.82","188.22","9.40M","-1.06%"
"09/15/2022","195.37","198.09","200.31","194.53","6.10M","-2.03%"
"09/14/2022","199.41","200.00","200.88","198.06","4.63M","-0.13%"
"09/13/2022","199.67","202.05","203.47","198.87","5.22M","-3.37%"
"09/12/2022","206.63","206.50","207.19","204.95","3.81M","0.70%"
"09/09/2022","205.20","202.07","206.40","201.35","4.89M","2.24%"
"09/08/2022","200.71","197.40","201.11","196.96","4.38M","0.14%"
"09/07/2022","200.42","198.71","201.13","197.22","4.10M","0.90%"
"09/06/2022","198.64","197.90","200.04","196.40","4.55M","0.44%"
"09/02/2022","197.76","202.44","202.48","196.85","4.51M","-1.18%"
"09/01/2022","200.13","198.72","200.43","196.66","5.61M","0.71%"
"08/31/2022","198.71","201.00","203.16","198.64","6.56M","-1.33%"
"08/30/2022","201.38","203.92","204.41","200.21","3.92M","-0.47%"
"08/29/2022","202.33","201.25","203.96","200.62","4.48M","-0.28%"
"08/26/2022","202.89","209.77","210.26","202.70","5.06M","-3.30%"
"08/25/2022","209.82","207.39","209.91","206.50","4.50M","1.52%"
